"id","region","year","type","capacity_tra_inst_0","conversion_factor_exo_road_mcar_pkm","conversion_factor_sec_ethanol","conversion_factor_sec_gasoline","cost_fix_tra","cost_inv_tra","cost_var_tra","ef_sec_ethanol_emi_co2_f_tra","ef_sec_gasoline_emi_ch4_f_tra","ef_sec_gasoline_emi_co2_f_tra","ef_sec_gasoline_emi_n2o_f_tra","lifetime","mileage","occupancy_rate","wacc","bandwidth_type","version","method","source","comment"
1,"DE",2021,"tra_road_mcar_ice_pass_flex_0",5.0,150.0,82.77,82.77,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol","4.86","global_emission_factors.gasoline","0.31",13.2,10506.34004,1.56,"global_scalars.wacc","{}","v1","{'conversion_factor_sec_ethanol': 'Calculated based on 8KroyaWojci2022.', 'conversion_factor_sec_gasoline': 'Calculated based on 8KroyaWojci2022.', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8KroyaWojci2022', 'conversion_factor_sec_gasoline': '8KroyaWojci2022', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'ef_sec_gasoline_emi_ch4_f_tra': '8Umwel2023', 'ef_sec_gasoline_emi_n2o_f_tra': '8Umwel2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'Flexible fuel vehicles with the exception of Ethanol, cng and lpg', 'conversion_factor_sec_ethanol': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'conversion_factor_sec_gasoline': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol and ethanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'ef_sec_gasoline_emi_ch4_f_tra': 'Table 488 automobiles', 'ef_sec_gasoline_emi_n2o_f_tra': 'Table 488 automobiles', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
2,"DE",2024,"tra_road_mcar_ice_pass_flex_0",4.25,150.0,82.77,82.77,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol","4.86","global_emission_factors.gasoline","0.31",13.2,10708.32581,1.57,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Calculated based on 8KroyaWojci2022.', 'conversion_factor_sec_gasoline': 'Calculated based on 8KroyaWojci2022.', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8KroyaWojci2022', 'conversion_factor_sec_gasoline': '8KroyaWojci2022', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'ef_sec_gasoline_emi_ch4_f_tra': '8Umwel2023', 'ef_sec_gasoline_emi_n2o_f_tra': '8Umwel2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'Flexible fuel vehicles with the exception of Ethanol, cng and lpg', 'conversion_factor_sec_ethanol': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'conversion_factor_sec_gasoline': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol and ethanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'ef_sec_gasoline_emi_ch4_f_tra': 'Table 488 automobiles', 'ef_sec_gasoline_emi_n2o_f_tra': 'Table 488 automobiles', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
3,"DE",2027,"tra_road_mcar_ice_pass_flex_0",3.5,150.0,82.77,82.77,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol","4.86","global_emission_factors.gasoline","0.31",13.2,10625.63604,1.57,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Calculated based on 8KroyaWojci2022.', 'conversion_factor_sec_gasoline': 'Calculated based on 8KroyaWojci2022.', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8KroyaWojci2022', 'conversion_factor_sec_gasoline': '8KroyaWojci2022', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'ef_sec_gasoline_emi_ch4_f_tra': '8Umwel2023', 'ef_sec_gasoline_emi_n2o_f_tra': '8Umwel2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'Flexible fuel vehicles with the exception of Ethanol, cng and lpg', 'conversion_factor_sec_ethanol': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'conversion_factor_sec_gasoline': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol and ethanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'ef_sec_gasoline_emi_ch4_f_tra': 'Table 488 automobiles', 'ef_sec_gasoline_emi_n2o_f_tra': 'Table 488 automobiles', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
4,"DE",2030,"tra_road_mcar_ice_pass_flex_0",1.5,150.0,82.77,82.77,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol","4.86","global_emission_factors.gasoline","0.31",13.2,10542.94627,1.57,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Calculated based on 8KroyaWojci2022.', 'conversion_factor_sec_gasoline': 'Calculated based on 8KroyaWojci2022.', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8KroyaWojci2022', 'conversion_factor_sec_gasoline': '8KroyaWojci2022', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'ef_sec_gasoline_emi_ch4_f_tra': '8Umwel2023', 'ef_sec_gasoline_emi_n2o_f_tra': '8Umwel2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'Flexible fuel vehicles with the exception of Ethanol, cng and lpg', 'conversion_factor_sec_ethanol': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'conversion_factor_sec_gasoline': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol and ethanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'ef_sec_gasoline_emi_ch4_f_tra': 'Table 488 automobiles', 'ef_sec_gasoline_emi_n2o_f_tra': 'Table 488 automobiles', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
5,"DE",2035,"tra_road_mcar_ice_pass_flex_0",1.0,150.0,82.77,82.77,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol","4.86","global_emission_factors.gasoline","0.31",13.2,10405.12997,1.58,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Calculated based on 8KroyaWojci2022.', 'conversion_factor_sec_gasoline': 'Calculated based on 8KroyaWojci2022.', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8KroyaWojci2022', 'conversion_factor_sec_gasoline': '8KroyaWojci2022', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'ef_sec_gasoline_emi_ch4_f_tra': '8Umwel2023', 'ef_sec_gasoline_emi_n2o_f_tra': '8Umwel2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'Flexible fuel vehicles with the exception of Ethanol, cng and lpg', 'conversion_factor_sec_ethanol': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'conversion_factor_sec_gasoline': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol and ethanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'ef_sec_gasoline_emi_ch4_f_tra': 'Table 488 automobiles', 'ef_sec_gasoline_emi_n2o_f_tra': 'Table 488 automobiles', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
6,"DE",2040,"tra_road_mcar_ice_pass_flex_0",0.5,150.0,82.77,82.77,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol","4.86","global_emission_factors.gasoline","0.31",13.2,10267.31368,1.57,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Calculated based on 8KroyaWojci2022.', 'conversion_factor_sec_gasoline': 'Calculated based on 8KroyaWojci2022.', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8KroyaWojci2022', 'conversion_factor_sec_gasoline': '8KroyaWojci2022', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'ef_sec_gasoline_emi_ch4_f_tra': '8Umwel2023', 'ef_sec_gasoline_emi_n2o_f_tra': '8Umwel2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'Flexible fuel vehicles with the exception of Ethanol, cng and lpg', 'conversion_factor_sec_ethanol': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'conversion_factor_sec_gasoline': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol and ethanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'ef_sec_gasoline_emi_ch4_f_tra': 'Table 488 automobiles', 'ef_sec_gasoline_emi_n2o_f_tra': 'Table 488 automobiles', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
7,"DE",2045,"tra_road_mcar_ice_pass_flex_0",0.25,150.0,82.77,82.77,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol","4.86","global_emission_factors.gasoline","0.31",13.2,10129.49739,1.57,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Calculated based on 8KroyaWojci2022.', 'conversion_factor_sec_gasoline': 'Calculated based on 8KroyaWojci2022.', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8KroyaWojci2022', 'conversion_factor_sec_gasoline': '8KroyaWojci2022', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'ef_sec_gasoline_emi_ch4_f_tra': '8Umwel2023', 'ef_sec_gasoline_emi_n2o_f_tra': '8Umwel2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'Flexible fuel vehicles with the exception of Ethanol, cng and lpg', 'conversion_factor_sec_ethanol': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'conversion_factor_sec_gasoline': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol and ethanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'ef_sec_gasoline_emi_ch4_f_tra': 'Table 488 automobiles', 'ef_sec_gasoline_emi_n2o_f_tra': 'Table 488 automobiles', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
8,"DE",2050,"tra_road_mcar_ice_pass_flex_0",0.0,150.0,82.77,82.77,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol","4.86","global_emission_factors.gasoline","0.31",13.2,9991.6811,1.68,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Calculated based on 8KroyaWojci2022.', 'conversion_factor_sec_gasoline': 'Calculated based on 8KroyaWojci2022.', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8KroyaWojci2022', 'conversion_factor_sec_gasoline': '8KroyaWojci2022', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'ef_sec_gasoline_emi_ch4_f_tra': '8Umwel2023', 'ef_sec_gasoline_emi_n2o_f_tra': '8Umwel2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'Flexible fuel vehicles with the exception of Ethanol, cng and lpg', 'conversion_factor_sec_ethanol': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'conversion_factor_sec_gasoline': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol and ethanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'ef_sec_gasoline_emi_ch4_f_tra': 'Table 488 automobiles', 'ef_sec_gasoline_emi_n2o_f_tra': 'Table 488 automobiles', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
9,"DE",2060,"tra_road_mcar_ice_pass_flex_0",0.0,150.0,82.77,82.77,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol","4.86","global_emission_factors.gasoline","0.31",13.2,9991.6811,1.68,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Calculated based on 8KroyaWojci2022.', 'conversion_factor_sec_gasoline': 'Calculated based on 8KroyaWojci2022.', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using WWF, 2014 (p.20).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8KroyaWojci2022', 'conversion_factor_sec_gasoline': '8KroyaWojci2022', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'ef_sec_gasoline_emi_ch4_f_tra': '8Umwel2023', 'ef_sec_gasoline_emi_n2o_f_tra': '8Umwel2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8HolzhMulle2014'}","{'capacity_tra_inst_0': 'Flexible fuel vehicles with the exception of Ethanol, cng and lpg', 'conversion_factor_sec_ethanol': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'conversion_factor_sec_gasoline': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol and ethanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'ef_sec_gasoline_emi_ch4_f_tra': 'Table 488 automobiles', 'ef_sec_gasoline_emi_n2o_f_tra': 'Table 488 automobiles', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
10,"DE",2070,"tra_road_mcar_ice_pass_flex_0",0.0,150.0,82.77,82.77,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol","4.86","global_emission_factors.gasoline","0.31",13.2,9991.6811,1.68,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Calculated based on 8KroyaWojci2022.', 'conversion_factor_sec_gasoline': 'Calculated based on 8KroyaWojci2022.', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using WWF, 2014 (p.20).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8KroyaWojci2022', 'conversion_factor_sec_gasoline': '8KroyaWojci2022', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'ef_sec_gasoline_emi_ch4_f_tra': '8Umwel2023', 'ef_sec_gasoline_emi_n2o_f_tra': '8Umwel2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8HolzhMulle2014'}","{'capacity_tra_inst_0': 'Flexible fuel vehicles with the exception of Ethanol, cng and lpg', 'conversion_factor_sec_ethanol': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'conversion_factor_sec_gasoline': 'Depends on the amount of Ethanol in the fuel mix. According to 8KroyaWojci2022 E85 leads to 33.6percent higher volumetric fuel consumption compared to neat gasoline. ', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol and ethanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'ef_sec_gasoline_emi_ch4_f_tra': 'Table 488 automobiles', 'ef_sec_gasoline_emi_n2o_f_tra': 'Table 488 automobiles', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
