"id","region","year","cost_var_e","bandwidth_type","version","method","source","comment"
1,"DE",2021,"[7.129]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'cost assumed to be similar to 2022, literature value assumed, converted from $/mmbtu to €/MWh using the conversion from $2022 to €2021.'}","{'cost_var_e': '5molnarEconomicsGasTransportation2022'}",""
2,"DE",2024,"[7.129]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'cost assumed to remain constant'}","{'cost_var_e': '5molnarEconomicsGasTransportation2022'}",""
3,"DE",2027,"[7.129]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'cost assumed to remain constant'}","{'cost_var_e': '5molnarEconomicsGasTransportation2022'}",""
4,"DE",2030,"[7.129]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'cost assumed to remain constant'}","{'cost_var_e': '5molnarEconomicsGasTransportation2022'}",""
5,"DE",2035,"[7.129]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'cost assumed to remain constant'}","{'cost_var_e': '5molnarEconomicsGasTransportation2022'}",""
6,"DE",2040,"[7.129]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'cost assumed to remain constant'}","{'cost_var_e': '5molnarEconomicsGasTransportation2022'}",""
7,"DE",2045,"[7.129]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'cost assumed to remain constant'}","{'cost_var_e': '5molnarEconomicsGasTransportation2022'}",""
8,"DE",2050,"[7.129]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'cost assumed to remain constant'}","{'cost_var_e': '5molnarEconomicsGasTransportation2022'}",""
9,"DE",2060,"[7.129]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'cost assumed to remain constant'}","{'cost_var_e': '5molnarEconomicsGasTransportation2022'}",""
10,"DE",2070,"[7.129]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'cost assumed to remain constant'}","{'cost_var_e': '5molnarEconomicsGasTransportation2022'}",""
